AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FISV,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,ORLY,PAYX,PCAR,PEP,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,TMUS,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDC,WLTW,WYNN,XEL,XLNX
16.639383,56.913689,44.389999,39.105061,51.605453,36.700001,35.880001,92.559998,13.811326,4.01,82.309158,265.700012,74.856804,13.727877,32.050377,96.059998,219.740005,798.690002,59.82,14.99,49.000233,48.990002,114.949997,17.992569,95.755821,19.556259,21.80171,41.302551,31.283903,48.693581,48.549999,22.719999,21.704939,52.612076,21.167421,21.577499,45.408253,427.945953,429.97998,37.283401,37.55294,41.845001,69.889999,21.120001,20.873556,53.833179,166.196671,67.167778,38.003929,38.10424,34.830002,43.520706,80.480003,36.873135,31.561226,25.947208,112.477104,19.866667,30.050791,11.71,23.398376,29.870001,32.187141,31.887545,55.951767,13.554546,109.529999,29.794243,41.623913,66.632851,51.185856,232.880005,30.142023,28.275578,3.318409,36.560001,21.690338,20.432827,16.08,30.632097,32.200001,87.110001,58.336914,45.860001,78.360001,41.161087,50.707771,90.39608,113.309349,22.56863,34.983891
15.97947,56.381676,43.84,38.477757,50.774929,36.119999,35.380001,90.809998,13.46471,3.91,80.033401,267.170013,73.055717,13.642017,31.372057,94.949997,214.100006,795.5,57.669998,14.82,47.882088,49.130001,113.919998,17.671585,94.466499,19.524151,21.343466,40.802189,30.830238,49.029076,48.119999,22.879999,21.197294,51.5154,19.828865,21.3025,43.498875,428.244843,430.280273,36.815907,36.847057,41.790001,68.889999,20.57,20.330318,53.637535,166.846664,65.903992,37.683792,37.097599,34.075001,42.885765,78.879997,36.854877,31.008112,25.859453,111.62458,19.540001,29.870432,12.02,23.310263,29.889999,31.922857,31.904642,55.086494,13.264159,108,29.440884,40.812004,66.746323,50.735947,229.639999,29.815659,27.833563,3.211364,36.130001,21.258371,19.991198,15.98,29.988356,31.24,86.089996,57.246502,45.549999,76.949997,41.675282,50.220043,90.39608,110.775581,22.271467,34.734566
15.687218,55.539318,43.57,38.545582,50.834774,35.970001,35.189999,92.919998,13.286959,3.94,82.478401,267.829987,74.63166,13.947294,31.160088,98.889999,221.190002,805.900024,59,14.93,49.109077,49.119999,112.629997,17.693571,96.127892,19.708794,21.7929,41.147896,31.539698,49.005669,49.279999,23.280001,21.263329,52.115288,19.799768,21.370001,44.566387,430.705597,432.752747,36.88269,36.858822,42.025002,69.230003,21.49,20.28916,54.45742,169.136673,66.690338,37.40366,37.511497,34.404999,42.967407,79.559998,37.420612,30.812393,25.701506,114.887749,19.913334,30.025028,12.35,23.101997,30.41,31.105715,32.161167,55.616245,13.348465,109.389999,29.489073,41.245029,67.124428,50.591339,252.169998,29.680452,28.137167,3.298946,36.549999,20.826405,20.275803,16.08,29.821138,30.67,86.889999,58.089096,45.459999,78.019997,41.341061,51.059563,90.856834,111.736107,22.607727,34.192905
16.045456,55.963673,44.119999,39.172897,51.560562,36.650002,35.450001,94.379997,13.766887,3.91,83.595123,276.869995,75.597862,14.052234,31.617952,102.669998,225.020004,816.450012,58.93,15.17,49.153603,50.91,113.910004,18.10689,95.6866,19.660622,22.048454,41.666454,32.133331,49.629848,49.689999,23.610001,21.234442,52.340244,20.124016,21.629999,45.90295,438.222443,440.305298,37.567253,37.427452,41.939999,69.989998,21.4,20.239773,55.398426,171.16333,68.674942,37.863873,38.957588,35.755001,43.901672,81.43,38.013733,31.229361,26.201675,114.525177,20.540001,30.634789,12.65,22.81362,30.58,31.459999,32.469009,56.349094,13.535811,110.989998,29.8344,42.026016,67.823143,49.892342,257.5,30.325584,29.039055,3.367066,36.98,20.587442,20.913715,16.98,30.247513,32.939999,85.650002,58.664032,46.200001,82.809998,42.352303,51.291439,91.363625,113.85585,22.795414,34.906509
16.271715,55.593803,44.09,38.95248,51.463306,35.970001,35.290001,91.910004,13.740226,4.06,83.172127,281.070007,75.672897,13.880516,31.227934,102.989998,222.190002,823.450012,58.040001,15.05,48.708328,50.509998,112.529999,17.882639,95.452972,19.556259,22.101328,41.675552,30.941244,49.442593,49.799999,22.870001,21.977337,53.183842,20.169741,21.605,45.512386,443.447845,445.555542,37.224972,37.752941,41.990002,69.730003,20.92,20.585474,54.941895,170.070007,68.394112,37.843857,37.904957,34.720001,44.0196,82.279999,37.849483,31.331465,25.955976,115.181755,20.733334,30.46303,12.95,22.244886,30.709999,31.561428,32.614388,56.455048,13.526445,111.099998,29.778183,41.824955,68.102577,49.836109,252.830002,30.283501,29.516798,3.308678,36.91,20.376047,20.805761,16.540001,30.615366,33.279999,86.589996,58.74334,45.740002,83.139999,42.5494,51.659233,90.649475,115.064827,22.787596,34.708763
15.951185,55.430393,43.119999,38.164108,50.961979,35.330002,34.77,93.029999,13.500259,3.96,82.850632,274.779999,74.490952,13.546619,30.770054,99.43,223.029999,813.419983,58.790001,14.77,48.554955,49.32,112.459999,17.658394,95.202011,19.323444,21.828146,41.302551,31.095682,48.990067,49.830002,22.6,21.482069,52.340244,20.153112,21.665001,45.512386,438.262299,440.345337,37.316811,37.839214,42.529999,68.5,20.440001,20.338545,53.786602,166.523331,67.635826,36.870083,37.378639,34.134998,42.504807,67.849998,37.265507,31.288923,26.149031,112.271332,20.456667,29.921967,12.81,21.972527,30.77,30.637142,32.640038,55.404343,13.273527,110.540001,29.50514,41.245029,67.839577,49.538849,248.880005,29.844069,29.20871,3.250289,36.459999,19.613214,21.041298,16.809999,29.478371,32.450001,84.129997,58.852383,45.689999,81.400002,42.455135,51.603271,90.442184,111.603569,22.662468,33.668449
15.913473,54.745121,42.720001,37.426601,50.702171,34.93,34.220001,91.349998,13.553584,3.9,81.530853,271.670013,73.80616,13.52754,30.50721,97.510002,206.550003,807.900024,57.48,14.74,48.040409,49.16,111.389999,17.376984,94.66552,19.259224,21.898642,41.002338,30.888155,48.334675,48.560001,21.540001,20.945538,52.83704,19.833027,21.4825,44.410168,434.361908,436.426422,36.573803,37.509804,42.965,67.470001,20.549999,20.132774,53.833179,165.146667,66.475021,36.803387,37.092487,34.125,42.06942,64.300003,37.037392,30.923023,25.912107,109.654892,20.633333,30.05937,12.49,21.55599,30.82,29.662857,32.785412,53.806225,13.161119,110.029999,29.360586,40.711487,67.494324,49.096966,237.490005,29.69915,28.775633,3.152975,36.200001,19.043379,20.9039,15.37,29.085443,32.040001,96.639999,58.13866,45.259998,80.230003,42.283749,51.099548,90.39608,110.866661,22.498249,32.490578
16.036034,55.222649,43.299999,38.231922,51.417572,35.880001,34.669998,93.410004,13.86465,3.95,83.341324,275.790009,75.213257,13.842357,31.650063,99.660004,209.580002,814.820007,58.970001,14.88,48.930965,48.689999,110.889999,17.478117,95.946182,19.548229,22.083702,41.775623,30.844717,48.342487,49.32,21.49,21.24682,54.50547,20.186373,21.9725,45.08712,436.862518,438.938934,36.999565,38.019608,44.68,67.889999,21.6,20.569006,54.010212,168.166672,67.972816,37.757153,37.618805,34.654999,43.049038,66.839996,37.493626,31.697384,26.298195,110.723022,20.666666,29.818899,12.91,22.004572,31.34,30.77,32.879471,54.124084,13.460876,111.449997,29.802277,41.678051,67.387482,49.779873,239.520004,30.54529,29.454287,3.201632,36.630001,20.201426,21.433859,15.5,29.6623,32.66,97.010002,58.237789,45.380001,82.660004,42.90934,51.379402,92.215996,113.044411,22.897072,33.367523
15.960618,54.474041,42.84,38.104767,51.214249,35.09,35.02,92.220001,13.695786,3.94,82.419167,273.98999,74.828636,13.890056,32.059437,98,211.990005,815.75,58.139999,14.8,48.594532,48.48,116.610001,17.473722,96.050034,19.339508,21.977955,41.457211,30.395872,47.772923,49.119999,21.809999,21.168404,54.374245,19.824715,21.745001,45.330143,435.8862,437.957947,36.807552,38.011765,44.639999,67.989998,21.17,20.511396,53.572311,166.103333,67.411156,37.156879,37.629025,34.494999,42.704361,66.150002,37.201637,31.518682,26.157803,109.684303,19.753334,29.544071,12.76,22.164778,31.68,30.57,32.409153,53.859207,13.44214,111.559998,29.826366,41.152233,67.510765,49.313892,236.929993,30.320904,29.28908,3.182169,36.299999,20.008423,21.74791,15.46,29.6623,32.669998,96.139999,58.297264,45.029999,80.309998,43.003609,51.075569,92.60762,111.901726,23.006552,33.427711
15.97947,54.72105,43.389999,38.95248,51.733837,35.43,35.869999,91.32,14.024629,4.05,83.823578,278.059998,74.359627,14.052234,32.485878,96.760002,207.75,825.539978,58.169998,15.05,48.594532,49.529999,117.720001,17.623222,96.655754,19.829214,21.88983,41.757427,30.627533,47.86655,50.139999,22.43,21.490324,55.424034,19.621017,21.9725,44.288658,441.470276,443.568573,36.991219,38.290195,45.439999,70.620003,21.059999,20.65955,54.066109,166.440002,67.635826,37.33696,36.806335,33.654999,42.876705,64.959999,37.10125,31.95265,26.622868,111.712746,19.870001,30.05937,13.24,22.581322,31.540001,32.747143,33.016289,54.812782,13.573281,111.949997,30.388525,41.647114,67.856026,49.868252,232.710007,30.17131,29.481071,3.250289,36.580002,20.06356,21.904934,15.59,29.913099,32.09,96.019997,59.139851,45.169998,78.75,43.175018,51.691219,95.279854,114.592842,23.053471,33.952175
16.234009,54.691902,43.360001,39.554363,52.411579,35.130001,36.25,92.389999,14.193492,4.09,85.870918,281.76001,75.372719,13.918674,33.048767,96.300003,210.800003,834.820007,58.310001,15.02,48.98539,49.779999,117.949997,17.759521,96.993217,19.92555,22.286385,42.04855,30.907461,48.529732,50.599998,23.030001,21.69256,56.839409,19.496309,22.16,45.078442,448.628418,450.760773,37.350208,38.490196,45.244999,71.690002,21.41,20.964096,54.690331,169.869995,68.057083,37.610413,36.729687,33.605,43.248596,65.419998,37.247265,32.369614,26.763268,111.340393,19.876667,30.042198,13.75,22.685453,31.870001,32.689999,33.683289,55.121811,13.488976,113.089996,30.356403,42.149727,67.872467,50.117321,242.759995,30.531271,29.958803,3.308678,36.610001,20.504721,22.061958,15.66,30.197361,32.419998,96.599998,59.585926,45,78.800003,43.620644,51.707218,96.754211,115.34639,23.17979,34.562618
16.083166,53.581032,45.779999,39.028782,51.989883,35.509998,36.099998,91.089996,13.953526,4.07,83.908173,278.160004,75.119446,13.575238,32.468822,94.550003,203.800003,828.549988,57.209999,14.83,48.050308,49.23,117.800003,17.680376,95.349121,19.813154,21.678331,41.520889,30.666149,47.788532,50.16,22.84,21.55636,56.698807,19.255201,22.040001,43.915466,448.658325,450.790802,37.467079,37.878433,44.525002,70.400002,20.360001,20.577238,54.448086,170,67.888603,37.49036,36.142056,33.025002,42.731567,64.889999,36.882263,31.833523,25.912107,113.457031,19.453333,29.707254,13.97,22.645405,31.27,33.187141,33.332684,53.956333,13.90114,113.010002,30.00304,41.616192,66.491501,49.739712,231.380005,30.031065,29.650736,3.279484,36.43,20.412817,21.816607,15.36,29.854586,31.82,95.040001,58.773079,44.950001,77.870003,43.046463,50.827702,96.22438,114.153976,22.540291,34.184315
15.772064,52.800743,44.900002,37.867416,51.35733,34.560001,35.48,88.470001,13.393608,3.87,81.454697,273.440002,72.295906,13.241343,31.607412,93.230003,199.580002,815.690002,55.169998,14.4,46.768898,49.049999,114.050003,17.108765,93.073326,19.620487,21.114346,41.138802,30.265562,47.804131,49.349998,22.15,20.941408,55.958324,18.685694,21.5075,42.830597,440.718079,442.812805,36.573803,36.823528,44.09,69.260002,19.530001,19.910543,53.898399,165.83667,66.278442,36.303162,35.273376,32.285,40.645332,62.700001,35.632172,31.008112,24.867897,108.557365,18.68,28.762533,13.54,21.916458,30.35,31.931429,32.759766,52.490665,13.526445,110.82,29.50514,40.371239,64.863937,48.944332,219.610001,29.638378,29.119419,3.182169,35.66,19.870556,22.50359,15.12,28.951675,31.16,93.400002,57.196938,43.75,76.160004,41.426758,49.164635,95.233795,109.442413,21.877111,33.152588
15.404395,52.37767,44.77,38.282791,51.718777,34.209999,35.84,88.489998,13.402497,4,83.146751,273.359985,71.686157,12.926528,31.880337,93.410004,199.070007,813.049988,55.599998,14.37,46.798584,49.189999,119.68,17.486912,94.016533,19.652596,20.682545,41.056923,30.072515,46.805443,49.41,21.98,21.102367,55.142849,18.735575,21.625,42.379299,438.82019,440.905914,37.016258,36.733334,44.950001,69.93,19.07,19.91877,53.907722,167.626663,65.229973,36.529922,35.825241,32.865002,40.817684,61.900002,35.522675,31.271896,25.315414,106.009514,18.74,28.573576,13.9,22.324991,30.629999,30.985714,32.469009,51.413471,13.50771,110.989998,29.850456,40.46405,65.866768,48.743469,215.470001,29.825375,28.882786,3.065393,35.209999,20.035988,22.395636,15.04,29.2192,30.059999,94.150002,57.276245,44.189999,75.980003,41.743843,48.125202,95.210754,107.388863,22.113966,33.513691
15.20642,50.989372,43.599998,37.324863,51.492867,33.48,35.77,87.989998,13.31362,4.05,81.336243,270.609985,69.894478,12.869289,31.291857,89.889999,200.460007,805.01001,54.720001,14.22,46.823326,49.299999,118.440002,17.491314,94.873207,19.31542,19.959929,41.038727,29.778112,45.674126,49.619999,21.610001,20.974428,53.418179,18.781301,21.362499,42.46608,433.270996,435.330322,36.607201,36.890198,44.735001,72.160004,19.35,19.408453,53.581631,168.056671,64.228287,35.889629,35.615738,32.779999,39.466152,61.330002,35.321934,30.888979,25.131147,103.598877,18.940001,28.960064,13.46,21.804308,30.25,30.799999,31.973045,49.612278,13.226689,111.169998,29.906679,39.543884,65.866768,48.108772,218.380005,29.586956,28.579184,3.133512,35.150002,19.447775,21.826422,14.53,28.583815,29.48,97.18,57.613277,43.59,76.669998,41.17823,46.805943,95.210754,102.77668,22.121862,33.19558
15.517526,51.000767,44.369999,37.74025,51.839272,34.040001,35.41,88.379997,13.571362,4.15,81.539307,272.089996,71.057663,13.145946,31.641527,91.089996,199.149994,809.570007,55.720001,14.26,46.976696,49.5,117.769997,17.66279,95.401024,19.27528,20.391735,41.311653,30.309,45.674126,49.779999,21.780001,21.312857,53.540024,18.910173,21.605,43.203804,431.482697,433.533539,36.715729,37.090195,45.130001,73.660004,19.790001,19.655378,54.792831,167.233337,64.808708,37.016808,36.341339,33.43,40.971863,62.509998,35.905914,31.322966,25.113594,104.480843,19.066668,28.91712,13.75,22.180801,30.4,30.414286,32.024361,50.309795,13.320364,111.330002,30.219879,40.116085,65.792809,49.65937,220.169998,29.839396,28.905111,3.114049,35.119999,19.668354,22.591917,14.63,29.277727,30.75,97.889999,57.593452,44.669998,78.099998,38.75296,48.021255,95.026474,104.00219,22.406078,33.685642
15.244128,50.423168,45.68,38.206493,52.223312,34.639999,35.779999,92.75,13.30473,4.14,84.263496,277.570007,72.070778,13.107785,31.769461,93.720001,208.429993,819.559998,57.09,14.41,47.674297,50.68,119,17.671585,96.205803,19.580345,20.471046,41.338947,30.815758,46.532372,49.950001,21.790001,21.184914,54.28051,19.163744,21.684999,44.531681,435.193787,437.262268,36.840942,37.325489,45.355,74.690002,21.08,19.762381,55.389107,167.96666,65.894615,36.903431,37.169136,34.209999,40.491131,63.880001,35.997169,31.442083,25.315414,106.59346,19.25,29.501131,14.18,22.300959,30.48,30.299999,32.349304,52.01387,13.245423,110.309998,30.508978,40.696026,66.828522,49.225529,228.740005,29.787973,29.378384,3.240557,35.349998,19.999226,23.200386,14.21,29.22756,30.73,98.709999,57.49432,44.419998,80.32,38.572987,48.74387,94.794533,105.351898,22.62714,33.943588
15.376114,49.879761,45.93,38.460804,52.23838,34.919998,36.689999,93.790001,13.251406,4.08,83.747414,277.549988,73.21521,13.393982,31.829166,94.190002,208.809998,822.390015,56.709999,14.6,47.887039,50.560001,123.809998,17.719946,96.474022,19.773014,20.673729,41.793816,30.453787,47.429626,50.330002,22.209999,21.519217,56.164532,19.496309,22.014999,44.271301,436.8974,438.973969,37.258366,37.349018,45.360001,74.949997,21.4,19.795305,56.637585,167.396667,66.802704,37.063503,37.715893,34.764999,40.672554,65.629997,36.727146,31.561226,25.694441,107.123329,19.883333,29.733017,14.34,22.405088,30.9,30.709999,32.460464,53.894527,13.12365,111.800003,29.392704,41.469276,67.190178,49.072872,234.570007,30.292862,29.329266,3.308678,35.68,19.852173,24.093464,14.57,29.135597,31.360001,99.25,58.13866,44.669998,80.529999,38.478718,50.277393,94.840904,106.486305,22.658722,34.055336
15.479815,50.228096,45.560001,38.198017,51.854328,33.939999,37.040001,92.239998,13.260295,4.08,83.468231,277.690002,74.209541,13.60386,31.880337,94.599998,215.199997,826.669983,55.740002,14.48,47.54071,49.68,123.849998,18.357517,95.677956,19.540201,20.435799,41.42992,30.231781,47.094131,50.84,22.99,21.345877,56.380123,19.034878,21.852501,44.496956,438.541229,440.625641,37.425327,37.545097,44.845001,74.839996,22,19.943462,56.870502,168.710007,67.626465,37.170219,37.552376,33.945,40.219025,65.5,36.836639,31.697384,25.147938,105.739777,20.276667,29.664309,14.33,22.252897,31.030001,30.155714,32.306541,55.775181,13.151752,112.620003,29.320429,41.492474,67.231308,49.080902,224.880005,30.297525,29.248899,3.260021,35.75,20.11871,24.348629,14.97,29.135597,31.290001,100.120003,59.179508,44.66,80.059998,37.878838,49.851868,94.58577,105.964653,22.374498,34.055336
15.838056,51.835533,46.240002,38.460804,52.298626,33.799999,37.790001,95.860001,13.171418,4.1,82.478401,282.100006,73.543518,13.622939,32.0765,92.5,217.880005,840.72998,59.439999,14.61,48.238316,50.27,122.220001,17.962143,95.556816,19.677639,20.462236,41.548183,30.921934,47.741707,51.630001,23.18,21.832882,58.217274,19.055666,21.8225,44.826767,442.282227,444.384399,38.176682,38.066666,45.365002,76.269997,22.92,19.663603,58.83638,167.183334,68.796646,36.870083,38.022484,34.91,40.101093,65.419998,36.791012,31.799482,25.6063,106.240196,20.273333,29.509716,14.27,22.140745,30.860001,32.040001,32.357853,55.987083,13.207954,114.730003,29.440884,41.948673,67.43679,48.976456,230.139999,30.573339,29.574825,3.289215,35.990002,20.146284,23.278898,15.37,29.294445,32.540001,99.010002,60.180695,44.91,80.43,37.99881,50.630684,95.188828,106.370384,22.153439,34.313271
15.489245,53.00975,46.029999,38.409958,52.773033,33.490002,37.299999,95.349998,13.171418,3.97,81.26857,283.730011,73.712364,13.661098,32.818504,90.309998,216.649994,841.059998,59.720001,14.57,48.109676,49.779999,125.139999,18.0019,95.920242,19.66147,20.365297,41.520889,31.057072,47.671497,51.950001,23.52,22.010353,57.823597,19.047346,21.7125,45.330143,439.507629,441.596588,38.326942,38.007843,44.924999,73.440002,22.950001,19.523685,58.109661,167.063339,68.553253,36.583279,38.656105,35.384998,40.563694,65.050003,36.708893,31.867563,25.368311,104.866493,20.133333,29.149006,14.31,22.068653,30.370001,31.637142,32.742653,56.375572,13.198588,113.910004,29.665752,41.701252,67.140877,48.944332,231.119995,30.596716,29.820391,3.347603,35.400002,19.833792,22.935408,15.44,29.369682,31.49,97.480003,59.942791,44.919998,79.519997,38.101643,50.727024,94.307457,104.482437,22.208706,34.089733
15.790918,53.302349,46.419998,38.723598,52.89352,33.490002,37.779999,96.040001,13.331397,4.06,81.057106,284.029999,74.744225,13.699259,32.912312,89.220001,217.5,845.400024,59.34,14.59,48.050308,50.009998,127.639999,18.178604,95.972168,19.879755,20.294802,41.730133,31.254955,48.29567,52.060001,23.309999,21.944319,57.814232,18.82703,21.98,45.113167,441.559937,443.658661,38.427113,37.964706,44.365002,73.360001,23.15,19.556612,58.118977,166.573334,68.618805,36.730007,39.340828,36.150002,41.04443,64.5,36.772758,32.165382,25.192013,105.180466,20.083334,29.209126,14.14,22.204832,30.469999,31.558571,32.759766,56.26963,13.236055,114.559998,29.842424,41.345547,66.359978,48.936291,232.929993,30.568668,30.048098,3.376797,35.549999,20.045183,22.621357,15.43,29.653942,31.23,98.660004,60.378952,45,80.629997,37.810268,50.751118,94.353836,104.449295,22.311335,34.304665
15.875764,52.87421,47,39.172897,53.277569,34.16,38.389999,96.449997,13.52692,4.07,82.605301,285.880005,77.01432,13.985455,33.099934,91.519997,221.649994,855.159973,59.630001,15.11,49.316875,51.450001,127.379997,18.421574,96.707649,19.863586,20.497484,42.25779,31.496267,49.434799,53,23.83,22.224966,58.939014,19.043196,22.24,46.276142,445.076752,447.1922,38.911316,38.466667,45.529999,75.279999,23.690001,19.803539,58.277359,168.003326,69.994904,37.663769,39.330608,36.185001,41.7066,63.549999,37.776493,32.531284,25.368311,103.983345,20.196667,29.380896,14.31,22.324991,30.84,32.157143,33.153114,56.967148,13.339098,115.75,30.203808,42.041473,66.417503,48.968426,233.479996,30.909937,30.235611,3.289215,36.110001,20.081942,23.023733,15.7,30.097025,31.799999,100.230003,60.696167,45.470001,82.43,37.921677,51.794876,95.235214,105.227684,22.185017,34.811928
15.970036,52.574001,46.630001,38.791416,53.443237,34.380001,38.419998,94.339996,13.455824,4,83.062134,290.589996,76.47963,13.794656,31.78652,90.5,218.070007,888.630005,58.639999,15.06,48.416424,50.900002,127.839996,18.735228,97.451843,19.912092,20.506296,42.576199,31.887201,49.395782,53.259998,23.540001,22.167185,58.489094,19.109711,22.362499,46.276142,450.855072,452.997986,38.994812,38.694118,45.549999,74.330002,22.879999,19.087448,58.828556,166.693329,70.341263,37.010147,39.529892,36.294998,41.407257,65.93,38.068478,31.859056,25.341862,104.562279,20.206667,29.483953,14.03,21.716196,30.9,33.299999,32.947884,56.923004,13.273527,117.379997,30.549137,42.211582,67.223076,48.19714,229.020004,31.087572,30.490107,3.386529,35.880001,19.291534,22.896151,15.51,29.837854,31.5,100.160004,61.013374,45.27,80.379997,38.847233,52.364944,96.047012,105.144875,22.548187,34.227299
16.365993,53.498684,47.259998,39.215271,53.49596,34.389999,38.880001,95.730003,13.917977,4.05,83.189064,291.529999,77.042458,14.204872,32.050911,92.690002,219.259995,897.059998,59.439999,15.17,47.031116,51.830002,125.669998,18.850079,98.083511,20.34057,21.202469,42.958298,32.118855,50.058971,52.82,23.57,22.489109,59.070248,19.579447,22.3675,47.196106,450.92981,453.073059,39.428925,38.850979,46.27,74.040001,23.02,19.046297,59.080803,139.766663,71.417824,38.784279,39.800716,36.52,43.085323,65.449997,38.086735,32.165382,25.597477,108.349915,19.926666,29.501131,13.14,22.212841,31.190001,35.34,33.196842,56.931839,13.339098,116.489998,30.637486,42.497684,68.036858,47.715088,235.919998,31.064199,30.418667,3.503305,36.240002,19.622404,23.642019,15.81,30.297682,32,99.5,60.96381,45.290001,79.989998,39.807056,53.151783,96.905174,104.82193,22.777143,34.519623
16.186869,53.293491,47.25,39.613701,54.030613,34.310001,39.189999,100.120003,14.486783,3.98,86.344688,292.329987,78.655922,14.214411,32.690563,93.43,219.699997,892.320007,60.549999,15.27,47.090492,52.52,125.349998,18.95611,98.343109,20.542679,21.070282,42.985588,33.634304,50.940617,54.290001,23.9,22.650068,59.257713,19.026566,22.5725,48.020611,451.303406,453.448456,39.195171,39.313725,45.735001,74.620003,23.25,19.136833,59.192902,140.893326,71.670601,39.511272,39.560551,36.349998,44.91758,65.690002,38.260113,32.361103,25.694441,107.986855,19.866667,29.80172,12.55,22.212841,31.280001,34.831429,33.265514,57.267345,13.517078,116.480003,30.9025,42.350777,68.217697,48.558685,236.699997,31.321318,30.405283,3.493574,36.84,19.732697,23.965881,15.9,30.590286,30.75,99.290001,61.132328,45.66,81.639999,41.006832,53.978771,97.206703,105.38501,22.848206,35.387985
16.375418,54.124424,47.990002,40.690296,54.105911,35.400002,39.400002,101.440002,14.65565,4.45,87.359932,299.660004,81.929726,14.605546,32.912312,97.080002,223.300003,910.349976,60.299999,15.48,48.584641,54.150002,125.199997,19.640844,100.281418,20.91457,21.493277,43.367676,34.290676,52.126549,54.169998,24.27,23.062788,59.126488,19.354967,22.785,48.47192,458.401794,460.580566,39.470654,39.882355,46.630001,76,23.639999,19.745918,60.145813,143.333328,71.988876,39.971485,40.490547,37.115002,45.334831,65.949997,38.48822,33.118435,26.593531,108.830734,20.15,30.651972,12.7,22.901735,31.440001,34.881428,33.50589,57.302681,13.704423,117.400002,31.231758,43.935925,69.500015,49.249622,247.869995,31.43351,30.958912,3.542232,37.200001,20.16466,24.495838,16.040001,31.075184,30.84,100.730003,62.093872,46.099998,84.699997,41.735275,53.810146,99.433372,108.99527,23.108736,35.981216
16.554543,54.025631,48.389999,40.987003,55.280651,36.009998,39.200001,114.260002,14.806737,4.32,88.214386,307.549988,81.751495,14.31935,33.219341,96.849998,226.339996,920.390015,64.809998,15.62,49.03981,54.150002,124.669998,19.738033,100.774635,20.971157,21.466839,43.667892,34.474068,52.594688,53.959999,24.32,23.541546,59.754494,19.591923,22.764999,49.765079,459.776642,461.961975,39.771202,40.219608,46.945,74.900002,23.73,19.671843,60.463467,143.013336,70.8936,40.278286,40.480328,37.075001,45.743,66.360001,38.077614,33.560925,26.761003,111.264214,19.953333,30.634789,12.69,22.72551,32.09,36.751427,33.737671,56.993649,13.713793,116.949997,31.641323,43.804478,69.310944,49.828091,266,31.344694,31.128576,3.620083,37.59,20.394434,24.476212,15.88,31.342716,31.440001,100.57,62.688641,46.040001,87.790001,41.786694,54.484573,100.036415,108.291428,23.140316,36.952755
16.743086,54.14344,48.119999,41.029377,54.489971,36.130001,38.700001,107.93,14.63787,4.4,88.366692,306.570007,81.535736,14.433827,32.417648,101.589996,224.330002,911.659973,64.019997,15.75,49.020023,53.759998,124.580002,19.503899,100.281418,20.963079,21.449221,43.558731,34.242413,51.931503,53.509998,24.190001,23.29804,60.307503,19.52956,22.809999,50.042805,460.6185,462.8078,39.612576,40.156864,48.040001,75.639999,23.27,19.704769,60.566223,142.259995,71.352303,39.517948,40.766479,37.365002,44.999222,66.139999,37.940739,33.501354,26.602343,106.495346,20.266666,31.064209,13.07,23.454458,32.130001,36.854286,34.42445,57.258514,13.685686,116.230003,31.336159,44.19883,69.639732,49.233547,268.640015,31.171721,31.101793,3.561694,37.599998,20.16466,24.868773,15.92,31.593527,32.009998,99.459999,62.331779,45.900002,86.75,42.223759,54.78968,100.778625,109.293358,23.574543,37.116112
16.922207,54.493038,47.490002,41.131104,54.444782,36.16,38.189999,107.040001,14.735636,4.43,88.02829,306.869995,82.304947,14.40521,33.151119,105.690002,222.850006,902.049988,62.830002,15.72,48.871593,53.509998,123.82,19.433216,100.835228,20.785213,21.713585,42.812733,34.271374,51.869087,53.169998,24.190001,23.446617,60.457481,19.571136,22.7575,49.591496,458.087982,460.265259,39.370483,40.054901,47.779999,73.889999,23.309999,19.959927,60.612942,140.710007,70.659576,39.671341,40.75626,37.505001,44.908512,64.199997,37.858616,33.705585,26.329092,103.728203,20.209999,31.150099,13.38,23.278225,32.110001,37.21143,34.398682,57.399792,13.760627,116.209999,31.368279,43.881802,69.064346,49.691505,262.709991,30.95668,31.03928,3.571426,37.419998,20.899923,23.916813,15.91,31.618603,31.16,98.940002,61.558575,45.459999,85.489998,42.215187,54.508656,100.477081,109.690826,23.519272,37.219292
