series1,series2,log,i1test,urtest,alpha,alpha.se,beta,beta.se,rho,rho.raw,rho.se,s1.i1.stat,s1.i1.p,s2.i1.stat,s2.i1.p,r.stat,r.p,eps.ljungbox.stat,eps.ljungbox.p,s1.dsd,s2.dsd,residuals.sd,eps.sd,is.cointegrated
CXO,DFS,FALSE,pp,pp,7.5361374051699,1.03760974910285,0.393351141955167,0.00770268680525758,0.985486176960119,0.98028512497178,0.00540598452842095,-18.6881178934058,0.0913775041759214,-11.2796437703858,0.480544409188044,-25.7328150551653,0.0194474239289571,0.286401533752283,0.592535794242018,2.52862070753403,0.714003186405967,5.21678888738237,1.02446926309416,TRUE
APD,DG,FALSE,pp,pp,13.4189630167053,1.00617938900791,0.476932939618263,0.00729996875458821,0.989261149743137,0.984046360232565,0.00492586893506195,-19.9679552266491,0.0725609222816607,-17.1840105331193,0.151187482937338,-21.872534958343,0.0414269128277291,0.450699668977659,0.502002879880538,1.33623501902217,1.09292867841083,6.33475435656322,1.13337359421713,TRUE
BMY,DG,FALSE,pp,pp,4.74882765816992,1.19036177655967,1.24057353115985,0.0194056535741046,0.984782197355407,0.97958370722275,0.00575383802609335,-12.955411425937,0.387066868526735,-17.1840105331193,0.151187482937338,-25.1912963775972,0.0212135821326205,0.297091223135764,0.585711735176172,0.802531738803513,1.09292867841083,6.44031233109952,1.34397417521906,TRUE
BR,DG,FALSE,pp,pp,36.9021164328451,0.709571096511271,0.58673549401285,0.0085546530581376,0.989455110851227,0.984239615495823,0.00485007611063101,2.18681146508879,0.99,-17.1840105331193,0.151187482937338,-20.793854013004,0.0496379300011515,0.884249443479413,0.347040426654637,0.589842481779167,1.09292867841083,6.10131387991248,1.0745509680053,TRUE
CHRW,DG,FALSE,pp,pp,-0.616441418112847,1.34384002216889,1.09399658650071,0.0191072466343588,0.986964459085308,0.981758027473134,0.00494614860527071,-12.8209780770703,0.394565819108156,-17.1840105331193,0.151187482937338,-22.7368028597573,0.0348480271881759,0.181634493275171,0.669972329472693,0.811259252522967,1.09292867841083,6.98391768908278,1.25473408836593,TRUE
CNC,DG,FALSE,pp,pp,37.818896937448,0.710041572863381,1.0101551349026,0.0136263683690978,0.984283130944108,0.97908645696651,0.00550678984149015,-10.1280104894101,0.544784727046376,-17.1840105331193,0.151187482937338,-23.9933569123646,0.0252830237922463,0.261953208335078,0.608781438942307,0.62009443855419,1.09292867841083,5.73601176130297,1.14755009338288,TRUE
CRM,DG,FALSE,pp,pp,24.253847379009,0.904727942816388,0.604869330323945,0.00931819537625649,0.986308662013127,0.981104616915341,0.00521502788333176,-18.2337686983262,0.09805749280865,-17.1840105331193,0.151187482937338,-23.5403228385831,0.0287315602441406,0.0288030298095945,0.865234627752442,1.24448951996063,1.09292867841083,6.3660628559624,1.20606310677169,TRUE
AMCR,DGX,FALSE,pp,pp,-46.0147850137762,1.65176936715682,13.0854580541631,0.163657410904888,0.979611552751678,0.974431879137519,0.00622335775454335,-20.9304745811488,0.0584096518128911,-11.0939226460493,0.490904290460559,-30.7064727345349,0.00888593532703166,2.89086081911661,0.0890833162245217,0.107965053041587,0.814360008746554,7.19654689080011,1.62520563581109,TRUE
ARE,DGX,FALSE,pp,pp,4.30582655530938,0.710409911824025,0.786029120172339,0.00660814600808515,0.989683882109846,0.984467554231817,0.00483921589678253,-17.8601010954826,0.113473851918933,-11.0939226460493,0.490904290460559,-20.8008740499214,0.0495844928435413,0.00873008839153231,0.925558032201051,0.939582274521421,0.814360008746554,5.08136923244959,0.893387067872644,TRUE
AVGO,DGX,FALSE,pp,pp,38.8820034892504,0.512399665280756,0.246221582495555,0.0019966009545619,0.989283382904916,0.984068512485535,0.00486814759113247,-19.644229760709,0.0773204386537009,-11.0939226460493,0.490904290460559,-21.3170246166541,0.0456555079237405,0.72100413840544,0.39581473097588,2.49745029652085,0.814360008746554,4.91583724515719,0.869426836887622,TRUE
CHTR,DGX,FALSE,pp,pp,26.9956726754479,0.561736202444211,0.195482162589518,0.00131603897971759,0.978042719997407,0.972868755530328,0.0063522428871778,-9.41224050569671,0.584711752451759,-11.0939226460493,0.490904290460559,-34.5584615423547,0.00681688723099502,8.63623935056373,0.00329540977440645,3.74146200206679,0.814360008746554,4.13278641706139,0.952625478521384,TRUE
ABBV,DHI,FALSE,pp,pp,5.36592846327223,0.412252311350679,0.428550121328837,0.00556996370234641,0.989444038864448,0.984228583801166,0.00484991366801437,-9.26830093619542,0.592740978291186,-10.5490938845426,0.521295885941282,-23.3486630559322,0.030190491889871,8.69104828065682,0.00319776657195292,1.00276253909197,0.491632982338924,3.23040025516703,0.569222597960906,TRUE
ACN,DHI,FALSE,pp,pp,0.885959095950009,0.353128785928591,0.280346068356361,0.00268142418324958,0.986667857999882,0.981462505750193,0.00526247611856238,-14.7868982747819,0.284903011970358,-10.5490938845426,0.521295885941282,-22.8666262763667,0.0338597995682314,4.43865993719147,0.0351338144105223,1.16819428872786,0.491632982338924,2.48317150105323,0.474764556955693,TRUE
AVY,DHI,FALSE,pp,pp,7.2139866574581,0.301900764264286,0.335150303893303,0.0030287882182404,0.985562337679279,0.980361008534089,0.00542528729832926,-6.43631930868538,0.750714356557978,-10.5490938845426,0.521295885941282,-26.0979224317957,0.0182566295664252,3.31207632236638,0.0687725480078558,0.792612413769709,0.491632982338924,2.35985924785697,0.465088260385002,TRUE
CBOE,DHI,FALSE,pp,pp,7.373998807589,0.343114092070003,0.314060396065607,0.00323040920378704,0.98443051015205,0.979233299846044,0.00552102931443811,-5.98129038846088,0.776096744296191,-10.5490938845426,0.521295885941282,-24.9846803328577,0.0218874584688237,0.903449691287448,0.341858403167882,0.899090203915615,0.491632982338924,2.64821809839249,0.531173704282524,TRUE
CDNS,DHI,FALSE,pp,pp,8.75700158732369,0.301461105595966,0.80995996571305,0.00780916096332896,0.98865923936289,0.983446640267378,0.00513384923035953,-8.33791291722798,0.644639810200085,-10.5490938845426,0.521295885941282,-21.0807829228371,0.0474538011200662,1.39393759275086,0.237741258419396,0.341604918411885,0.491632982338924,2.50092380638245,0.465977060312626,TRUE
CRM,DHI,FALSE,pp,pp,1.39899831828306,0.416061312644913,0.370126954815879,0.00434012335728857,0.988178488494029,0.982967638901395,0.0050653628047413,-18.2337686983262,0.09805749280865,-10.5490938845426,0.521295885941282,-21.4281216161857,0.04480982748875,3.54258299438071,0.0598122493473799,1.24448951996063,0.491632982338924,2.96511255446862,0.545615004030332,TRUE
AMCR,DHR,FALSE,pp,pp,-85.5190133665848,2.25998384312555,16.077209696064,0.231088770636774,0.987809413175943,0.982599906687135,0.00538632909954398,-20.9304745811488,0.0584096518128911,-9.23253544521981,0.594736046119276,-22.3162681177548,0.0380491757794475,0.122363420672065,0.72648517227186,0.107965053041587,0.944445543143788,10.1617223725444,1.98420389874593,TRUE
CTXS,DHR,FALSE,pp,pp,-39.7109181712264,1.33783294245925,1.54194132963223,0.0172354872478698,0.985520064514597,0.98031888920589,0.00529642654677557,-12.8666585691277,0.392017673463039,-9.23253544521981,0.594736046119276,-23.2850026289629,0.030675080832849,2.89551393970558,0.0888264431189405,0.983332811964386,0.944445543143788,8.25938594082545,1.58918567834315,TRUE
DAL,DIS,FALSE,pp,pp,32.3457029931762,0.878598780434893,1.4893115363217,0.0170476954370308,0.991080620345889,0.985859209590797,0.00480647960303464,-13.5556094355205,0.353586669968287,-7.32612918974029,0.701079051173244,-21.1229473566408,0.0471328416263758,1.17714531809997,0.27793791917357,0.706772161278102,1.04199623041404,6.76094787803129,1.17927125795858,TRUE
ADS,DISH,FALSE,pp,pp,1.99357324068943,1.10073832300132,0.235783564787264,0.00412090922051123,0.98690824416977,0.981702017129575,0.00552928558675399,-9.13461114349088,0.600198451880763,-4.60253510727833,0.853006363855796,-23.3354912930926,0.0302907565430544,1.18398071137857,0.276547089303548,3.84718528086347,0.950511670042853,5.46814144779651,1.09615407899475,TRUE
AMCR,DLR,FALSE,pp,pp,-85.1621211439364,2.31626210811609,17.5548972095958,0.233445044327715,0.981877459314883,0.976689539828878,0.00577174554703714,-20.9304745811488,0.0584096518128911,-10.427061774778,0.528103071570338,-28.4532627855199,0.0106076783655292,0.827252648559656,0.363068159216996,0.107965053041587,1.02310975996261,10.2653353651407,2.15155380402032,TRUE
ATO,DLR,FALSE,pp,pp,-9.51692219528058,0.770639330372716,1.37684097742322,0.00993188769845779,0.987151171482378,0.981944060404191,0.00466736076873387,-17.2589907285948,0.147004943521369,-10.427061774778,0.528103071570338,-20.9518689481119,0.0484351059859177,2.83259680075608,0.0923688918081763,0.595465551111164,1.02310975996261,5.98170313524617,1.01416030770133,TRUE
CINF,DLR,FALSE,pp,pp,-23.7487916899973,1.05923339699982,1.75168132881087,0.0158859167479969,0.98839063187226,0.983179010267602,0.00467953145905966,-12.7686295366485,0.39748592130707,-10.427061774778,0.528103071570338,-21.7113829611708,0.0426536164438721,1.54426569756648,0.213983979769915,0.57091024988781,1.02310975996261,7.38396630268298,1.2553941362215,TRUE
CMS,DLR,FALSE,pp,pp,-24.2924174142002,0.831595044129499,2.8758183596888,0.0196107012076378,0.984476805976737,0.979279427195365,0.00508141396035279,-18.7772958832314,0.0900663805626825,-10.427061774778,0.528103071570338,-23.0163145831011,0.0327203586032566,3.90964663169692,0.0480096910392052,0.327629472747309,1.02310975996261,5.67408393372248,1.04745553947354,TRUE
DG,DLTR,FALSE,pp,pp,-11.7824793129207,0.812270204500741,1.24564654279519,0.00901710915672988,0.974317531306654,0.96915712319227,0.00690511333796589,-17.1840105331193,0.151187482937338,-14.1232698144245,0.321921482986653,-36.1860248955977,0.00594266172692027,8.7588011319151,0.00308111520936838,1.09292867841083,1.2122798143881,4.26939163067386,1.06971844013358,TRUE
AEE,DRE,FALSE,pp,pp,-1.64522808722593,0.173545604552265,0.508142348442014,0.00337180524738842,0.987561482992619,0.982352878747775,0.00516567178951941,-19.4133062624331,0.0807155505196797,-14.7099965025729,0.28919274062981,-21.8014220264258,0.0419682309141826,0.0906989894901505,0.763290408949527,0.427141377933245,0.219547138504163,1.1490472733721,0.21563195365244,TRUE
AMCR,DRE,FALSE,pp,pp,-14.3628255116936,0.434897748395291,3.75145594054653,0.0420827425576044,0.974764401897834,0.969602367574459,0.00681531420786591,-20.9304745811488,0.0584096518128911,-14.7099965025729,0.28919274062981,-37.6286231554211,0.00516778793269376,1.04493979106625,0.306675383684376,0.107965053041587,0.219547138504163,1.85051461119151,0.457809722353118,TRUE
AVGO,DRE,FALSE,pp,pp,10.1236359324704,0.14716737748388,0.0693362408063357,0.000568639703421968,0.988738453553789,0.98352556618952,0.00492490620069944,-19.644229760709,0.0773204386537009,-14.7099965025729,0.28919274062981,-22.9407104125781,0.0332958644052542,0.631500912780989,0.426805303204704,2.49745029652085,0.219547138504163,1.40004953256682,0.250520368001055,TRUE
AWK,DRE,FALSE,pp,pp,2.21959733214942,0.144385559847709,0.290725226836863,0.00176486160690212,0.985911391640714,0.980708792251516,0.00533914923695093,-13.3200022534802,0.366729291420798,-14.7099965025729,0.28919274062981,-24.8979425219166,0.0221703530442228,0.105427166733399,0.745411541921478,0.602173762458644,0.219547138504163,1.05594041481236,0.204825505997965,TRUE
CINF,DRE,FALSE,pp,pp,-0.985494153452266,0.190949363468441,0.369473910478597,0.00280042160601165,0.988767670853201,0.983554677164113,0.00497489524977175,-12.7686295366485,0.39748592130707,-14.7099965025729,0.28919274062981,-23.1200813098311,0.0319304768695596,0.00547381756392344,0.941022120024439,0.57091024988781,0.219547138504163,1.30166984380695,0.235281586181333,TRUE
CMS,DRE,FALSE,pp,pp,-1.04238733003164,0.144286748678147,0.604775298320677,0.00316778378685708,0.981277725359108,0.976091988367925,0.00598592570090319,-18.7772958832314,0.0900663805626825,-14.7099965025729,0.28919274062981,-30.4669277091735,0.00901460397155961,0.537649812064573,0.463408355811367,0.327629472747309,0.219547138504163,0.916554227215083,0.199309733867034,TRUE
DLR,DRE,FALSE,pp,pp,4.62575474627773,0.141956424121254,0.202022417065184,0.00133942890190783,0.983863813516461,0.978668665479001,0.00501776430017678,-10.427061774778,0.528103071570338,-14.7099965025729,0.28919274062981,-26.9287960448855,0.015546742892606,2.5330127843979,0.111487167498133,1.02310975996261,0.219547138504163,1.14815487212229,0.209269783821203,TRUE
ACN,DRI,FALSE,pp,pp,-7.90710757749964,0.665835779119077,0.649766163060217,0.00503300698409164,0.987490944199348,0.982282596652577,0.00532134103849894,-14.7868982747819,0.284903011970358,-14.0964581870645,0.323417087092887,-21.3246939347682,0.0455971283787828,1.40036661386556,0.236662197183955,1.16819428872786,0.780735112186733,4.66088863730329,0.90007857038948,TRUE
ADI,DRI,FALSE,pp,pp,-7.44505979895487,0.78354544862665,1.09100106214685,0.00976178447876596,0.984658205723759,0.979460166809665,0.00565086680061263,-12.2691813992255,0.425346098354596,-14.0964581870645,0.323417087092887,-24.5436616771427,0.0233258367723342,2.77228416868231,0.0959092109725631,0.863863188766858,0.780735112186733,5.31919614403442,1.09117106104781,TRUE
AOS,DRI,FALSE,pp,pp,12.6903371290446,0.515303892873316,1.17821552975556,0.00847631925414634,0.987858184226154,0.982648500254374,0.00515834941590163,-17.2559955923574,0.14717201797736,-14.0964581870645,0.323417087092887,-22.8652429180528,0.0338703298171629,0.924867905740261,0.336200057017044,0.487469074063325,0.780735112186733,4.35088828867873,0.815069653169161,TRUE
AVGO,DRI,FALSE,pp,pp,24.2195847647151,0.510156502152278,0.246491030664681,0.00167419553736472,0.98051333956117,0.975330384250147,0.00609992669831533,-19.644229760709,0.0773204386537009,-14.0964581870645,0.323417087092887,-29.0968590494305,0.00975051938910338,0.169172666354973,0.680848134271554,2.49745029652085,0.780735112186733,4.12204189297272,0.913292262053466,TRUE
CCL,DRI,FALSE,pp,pp,-10.2991402667385,0.678512709087378,1.52368286573231,0.0104988560019842,0.975073983092971,0.969910822171129,0.00666057392675852,-17.1501398087974,0.153076857039733,-14.0964581870645,0.323417087092887,-34.9103222405949,0.00662788961337835,6.29945275460622,0.0120775251335394,0.600546938922432,0.780735112186733,4.17822718119781,1.01086972987332,TRUE
DGX,DRI,FALSE,pp,pp,-10.948411034625,0.727910587661124,0.945745500723753,0.00797870270172106,0.987617499382396,0.982408691288029,0.00508997132514267,-11.0939226460493,0.490904290460559,-14.0964581870645,0.323417087092887,-20.8261869812445,0.04939180851487,11.2103112544342,0.000813440749448668,0.814360008746554,0.780735112186733,5.04211261192477,0.932387002067025,TRUE
AEE,DTE,FALSE,pp,pp,5.51065518527217,0.289434550145616,1.70678403932581,0.00515651567466318,0.978648631364293,0.973472461922145,0.00630690003508279,-19.4133062624331,0.0807155505196797,-19.2265535985814,0.0834612485096198,-28.5448574640488,0.0103243938116163,1.22485811731724,0.268409347343682,0.427141377933245,0.733050778956407,1.75724273537488,0.40258967902454,TRUE
AMCR,DTE,FALSE,pp,pp,-33.3617234201318,1.50569856993839,12.1589325877242,0.148900849942753,0.980095999677397,0.974914563110021,0.00627279477881663,-20.9304745811488,0.0584096518128911,-19.2265535985814,0.0834612485096198,-30.9199002773199,0.00877129536490493,0.473560068728432,0.491353913495469,0.107965053041587,0.733050778956407,6.54765306849302,1.49027761824517,TRUE
AMT,DTE,FALSE,pp,pp,6.11897183890782,0.656749091017195,0.709442006587554,0.00532867698981775,0.985871711680974,0.980669256691315,0.00534953020760318,-13.7327389327209,0.34370604617058,-19.2265535985814,0.0834612485096198,-25.7163300418769,0.0195011896487059,6.38775774930083e-05,0.993623099265332,1.12768519376864,0.733050778956407,4.24012782534214,0.823149309483641,TRUE
AON,DTE,FALSE,pp,pp,11.5630509376771,0.651415131188764,0.642739182122304,0.00514053102749002,0.9881089054877,0.982898309114931,0.00507758101193181,-13.3371433697099,0.365773127012186,-19.2265535985814,0.0834612485096198,-22.8464494919956,0.0340133870805456,0.134615613519469,0.713693607875092,1.00843839336829,0.733050778956407,4.49415307501669,0.829016892385015,TRUE
AOS,DTE,FALSE,pp,pp,34.8179515615354,0.529165295881873,1.09373190905714,0.00884885295327756,0.988636555644286,0.983424039097207,0.00502243421896886,-17.2559955923574,0.14717201797736,-19.2265535985814,0.0834612485096198,-24.0092028353004,0.0251648823425367,0.476496672834657,0.490013479865676,0.487469074063325,0.733050778956407,4.54210955584553,0.828561143049731,TRUE
ARE,DTE,FALSE,pp,pp,12.7378835508479,0.555670868702279,0.738510655006232,0.0050512919697395,0.986710617998768,0.981505110140955,0.00511965441337263,-17.8601010954826,0.113473851918933,-19.2265535985814,0.0834612485096198,-26.5882047548914,0.0166575782632729,0.365752907304845,0.545328448286105,0.939582274521421,0.733050778956407,3.88421798909248,0.722408815999768,TRUE
AVGO,DTE,FALSE,pp,pp,45.2079219493107,0.48685654955194,0.231471397168182,0.00148340599151752,0.974841494469997,0.969679179598659,0.0066817468718064,-19.644229760709,0.0773204386537009,-19.2265535985814,0.0834612485096198,-40.6069325782533,0.00356802590114035,0.207893786111489,0.648423265201981,2.49745029652085,0.733050778956407,3.65229837546142,0.886373685987697,TRUE
BK,DTE,FALSE,pp,pp,4.66738033046634,0.998097560064188,1.83247723350749,0.0219073816157223,0.990239043470141,0.985020695301643,0.00476194506650985,-19.1471269814866,0.0846290042910223,-19.2265535985814,0.0834612485096198,-21.2688761148219,0.046022018685914,0.269432975989447,0.603712390577009,0.487454966733898,0.733050778956407,6.41691325174414,1.11018680735947,TRUE
BKNG,DTE,FALSE,pp,pp,16.9885677197213,0.940947907885374,0.0420544550656387,0.000550899759175393,0.992031832888519,0.986806960571131,0.00450701668954374,-16.8616393148586,0.16916996909118,-19.2265535985814,0.0834612485096198,-20.8408755794393,0.0492799975734116,10.5090942064026,0.00118788469427034,21.7197809622158,0.733050778956407,6.92206699298743,1.13318370210122,TRUE
CDNS,DTE,FALSE,pp,pp,32.774097952574,0.576866819584931,1.73645326390761,0.0156523845275735,0.988833521880077,0.98362028855219,0.00473292843616887,-8.33791291722798,0.644639810200085,-19.2265535985814,0.0834612485096198,-21.6738489424688,0.0429393287979112,1.78603100401925,0.181410494378758,0.341604918411885,0.733050778956407,5.01275633521754,0.861987390148669,TRUE
CHTR,DTE,FALSE,pp,pp,34.925210107557,0.555074219917806,0.179507765503315,0.00137582280461895,0.983207825104067,0.978015064277302,0.00586156002648794,-9.41224050569671,0.584711752451759,-19.2265535985814,0.0834612485096198,-29.2687792680785,0.00965817457222809,0.0104781155784447,0.918468815456539,3.74146200206679,0.733050778956407,4.32052688928152,0.919117587836584,TRUE
DGX,DTE,FALSE,pp,pp,12.9271795730731,0.727341592922487,0.87715067908525,0.00816756627732184,0.988709345585198,0.983496564147883,0.0047879700749416,-11.0939226460493,0.490904290460559,-19.2265535985814,0.0834612485096198,-21.9922105657298,0.0405159312518154,1.01144284499773,0.31455742599803,0.814360008746554,0.733050778956407,5.16146427247285,0.897859819608114,TRUE
DLR,DTE,FALSE,pp,pp,27.862970319814,0.517849357020452,0.659506564362175,0.00484991916364565,0.98445962530193,0.979262309042837,0.00508913001169557,-10.427061774778,0.528103071570338,-19.2265535985814,0.0834612485096198,-23.394045444013,0.0298450370364103,4.22193233368959,0.0399046917664194,1.02310975996261,0.733050778956407,4.15733773491636,0.768132693967447,TRUE
DRE,DTE,FALSE,pp,pp,13.6034331762077,0.488025099459584,3.21851379492953,0.0181179367635249,0.982205204161407,0.977016091977501,0.00592445676804925,-14.7099965025729,0.28919274062981,-19.2265535985814,0.0834612485096198,-29.2707158695089,0.00965713435074709,0.139610609664415,0.708668426181434,0.219547138504163,0.733050778956407,3.22714888533035,0.694261688396262,TRUE
DRI,DTE,FALSE,pp,pp,25.6505222331595,0.678943878277668,0.879216459399087,0.0088520430402219,0.990658380373385,0.985438506193877,0.00461972855294992,-14.0964581870645,0.323417087092887,-19.2265535985814,0.0834612485096198,-20.987299230388,0.0481654074643253,1.31149438029361,0.252124267843012,0.780735112186733,0.733050778956407,5.53309648609887,0.928756957129912,TRUE
AMCR,DUK,FALSE,pp,pp,5.37868132436189,0.887738725819284,6.56307730994039,0.0861667118631423,0.974812404401622,0.969650195392097,0.00673476530535629,-20.9304745811488,0.0584096518128911,-18.3150197677286,0.0968629133400766,-38.1019302487612,0.00491355688759626,0.960775742779121,0.326991507323185,0.107965053041587,0.602203827555447,3.78902964992857,0.92694373191889,TRUE
AON,DUK,FALSE,pp,pp,30.6033851128063,0.490884733969029,0.336638307056881,0.00393446108724562,0.990363397823701,0.985144597116657,0.00488636085946187,-13.3371433697099,0.365773127012186,-18.3150197677286,0.0968629133400766,-21.0213078345458,0.0479065308854904,1.2159844234539,0.270150152519606,1.00843839336829,0.602203827555447,3.43973614772871,0.610040177380897,TRUE
AVGO,DUK,FALSE,pp,pp,48.3517106929432,0.372845939499708,0.120158876096956,0.00135589712063431,0.985842077066449,0.980639729920263,0.00534758442789152,-19.644229760709,0.0773204386537009,-18.3150197677286,0.0968629133400766,-25.8886712161916,0.018939100488251,1.05726063343896,0.303840803462192,2.49745029652085,0.602203827555447,3.33835839905129,0.648325575014772,TRUE
BLL,DUK,FALSE,pp,pp,23.9300541901236,0.629906250341035,1.22208224941077,0.0164714878598245,0.989605963234342,0.984389918911279,0.0048269004795274,-20.1520052027148,0.0698549600805886,-18.3150197677286,0.0968629133400766,-23.4024324001937,0.0297811947654125,0.119443943041558,0.729638362295861,0.408680136304342,0.602203827555447,3.87054601260245,0.678814488532806,TRUE
CHTR,DUK,FALSE,pp,pp,43.3202561046252,0.428548556470228,0.0917187793511637,0.00121706700250034,0.990069588792337,0.9848518572872,0.00472899790644768,-9.41224050569671,0.584711752451759,-18.3150197677286,0.0968629133400766,-21.2112582441896,0.0464606111421004,0.236324565507574,0.626873401988277,3.74146200206679,0.602203827555447,3.82198252035543,0.656706736835109,TRUE
DLR,DUK,FALSE,pp,pp,39.0083135339212,0.388674641407932,0.347376011233324,0.00373984740696107,0.98660766635392,0.98140253314795,0.00483685726104068,-10.427061774778,0.528103071570338,-18.3150197677286,0.0968629133400766,-22.0537672075534,0.0400473565121429,8.93465445354552,0.00279810398861313,1.02310975996261,0.602203827555447,3.20578719421401,0.563278467347661,TRUE
DRE,DUK,FALSE,pp,pp,31.1676477630067,0.383632260912259,1.71329754766228,0.0147380939129911,0.985069547551371,0.979870011721187,0.00552371429558859,-14.7099965025729,0.28919274062981,-18.3150197677286,0.0968629133400766,-26.6382455983888,0.0164943705108495,0.654694401687818,0.418439291644746,0.219547138504163,0.602203827555447,2.6251346366853,0.526542031975455,TRUE
AKAM,DVA,FALSE,pp,pp,38.8706729959424,0.981835428364675,0.519415035487185,0.0148794066609156,0.990633893872251,0.985414108801691,0.00480350391460688,-10.4177232969438,0.528623989812535,-10.3903903669305,0.530148673182719,-22.0647376420442,0.0399638485699729,0.0303717728946326,0.861649351844824,1.18880862473563,0.8978308360408,5.50758366723849,0.960091621914568,TRUE
ALXN,DVA,FALSE,pp,pp,42.8287554890007,0.871730975912233,0.180668255807844,0.00511000725300011,0.990160748159105,0.984942684915463,0.00469928444841974,-8.42270896699597,0.639909723565552,-10.3903903669305,0.530148673182719,-21.4033172352724,0.0449986406855861,0.720989258814299,0.395819605946266,3.3838524502397,0.8978308360408,5.47376546475266,0.934506922658578,TRUE
ADI,DXC,FALSE,pp,pp,-42.5221674925029,0.86855300819768,1.37662020412314,0.0111375129068895,0.986464489349795,0.981259877179973,0.00531131175469534,-12.2691813992255,0.425346098354596,-2.4169587575563,0.956698952701192,-22.0774116605363,0.0398673727918986,6.6837159126828,0.00972975853133695,0.863863188766858,0.684040019700786,6.06883053373345,1.17077076742892,TRUE
ADSK,DXC,FALSE,pp,pp,-19.3121481161653,0.731379612052077,0.81799113336438,0.00648932178752755,0.986506079089347,0.981301315570096,0.00529605136943097,-8.06901770893302,0.659639301736849,-2.4169587575563,0.956698952701192,-25.3832727608194,0.0205874529182779,0.0299201426393706,0.862671551070198,1.43518273521945,0.684040019700786,5.96000283085665,1.14677664687232,TRUE
AFL,DXC,FALSE,pp,pp,-62.6187590417458,0.921483642037941,3.40483465772538,0.0263008657594705,0.988875803078074,0.983662415884468,0.00488191344943529,-7.98231116797641,0.664475959241858,-2.4169587575563,0.956698952701192,-20.9864557462205,0.0481718281422975,1.5628630645076,0.21124650450943,0.297041810367324,0.684040019700786,5.81480294818369,1.03131510857881,TRUE
AJG,DXC,FALSE,pp,pp,-70.8811616448722,1.00048077613101,2.41453531141205,0.0191949364907432,0.987622635740641,0.982413808954527,0.004862961272069,-3.75022461521679,0.900444040375721,-2.4169587575563,0.956698952701192,-24.391673885258,0.0238215435625399,0.106799629638773,0.743817551241902,0.434027354795577,0.684040019700786,5.97144747651079,1.05466680268961,TRUE
AMAT,DXC,FALSE,pp,pp,-7.68575963345176,0.529825454182745,1.68702793469152,0.0102150175694552,0.98611159330485,0.98090826536078,0.00533332304976312,-3.5638998247222,0.908837048956558,-2.4169587575563,0.956698952701192,-24.2553250010884,0.0242662441985698,1.90571952436096,0.167439517034528,0.537600808767161,0.684040019700786,4.62348410894346,0.89586988016515,TRUE
BAX,DXC,FALSE,pp,pp,-48.09806024638,0.681057172720124,1.98339332976095,0.0111619726099747,0.979937571986732,0.974756711954353,0.00620765050170912,-5.60950959487125,0.796835391527353,-2.4169587575563,0.956698952701192,-35.583222548666,0.00626644954418327,1.8891193020834,0.169301289093612,0.475927656105939,0.684040019700786,4.31074031957534,0.971647536216754,TRUE
CE,DXC,FALSE,pp,pp,-37.5855110765051,0.809144660878694,1.13197613728513,0.00893181004945773,0.988835021371766,0.983621782587071,0.00516418535558906,-11.2800740570397,0.480520406971474,-2.4169587575563,0.956698952701192,-21.0721580667606,0.0475194543066443,0.0106167926499481,0.917932953509729,0.963895604057005,0.684040019700786,5.93030391292469,1.11096492750715,TRUE
CTXS,DXC,FALSE,pp,pp,-59.734642493317,1.19827680296076,1.53652457651748,0.0151057464786694,0.983612579364559,0.978418345594551,0.00562020689265023,-12.8666585691277,0.392017673463039,-2.4169587575563,0.956698952701192,-24.562718962628,0.023263681610391,8.96803024967167,0.00274744638101798,0.983332811964386,0.684040019700786,7.23879680900899,1.47789794133188,TRUE
AOS,EA,FALSE,pp,pp,-14.2731813140105,0.856715314214478,2.22707539580922,0.0142251518059172,0.988043510714573,0.982833152320247,0.00507891673599496,-17.2559955923574,0.14717201797736,-17.7247480598076,0.121024104398162,-24.0209847963976,0.0250778055165599,3.53685602133125,0.0600191256393725,0.487469074063325,1.23893635652051,7.30175970740681,1.34737855451854,TRUE
ARE,EA,FALSE,pp,pp,-56.36329502388,1.26569805172893,1.46828181291061,0.011459316027063,0.986948866396635,0.981742491527892,0.0051686577291581,-17.8601010954826,0.113473851918933,-17.7247480598076,0.121024104398162,-24.3583178755035,0.0239303338826338,2.53919996434285,0.11105104251205,0.939582274521421,1.23893635652051,8.81170237667122,1.65452342616553,TRUE
AVGO,EA,FALSE,pp,pp,7.33530623364158,0.755668150991606,0.467484638499326,0.00255815979230488,0.983325468759402,0.978132279815025,0.00587357905047389,-19.644229760709,0.0773204386537009,-17.7247480598076,0.121024104398162,-27.9040584663778,0.0123659334435603,0.0114878168689278,0.914645202955328,2.49745029652085,1.23893635652051,6.29845295693315,1.34201006265276,TRUE
BK,EA,FALSE,pp,pp,-78.0782575036487,1.63925764224223,3.7965183622076,0.0352411247512913,0.988572299142392,0.983360016431469,0.00508056000521534,-19.1471269814866,0.0846290042910223,-17.7247480598076,0.121024104398162,-22.4947598546176,0.0366904804923674,0.391660802970015,0.531427702663998,0.487454966733898,1.23893635652051,10.3225134061953,1.9043399728688,TRUE
